timestamp,city,temperature,humidity,pressure,wind_speed,description
2025-05-29 18:22:29,Delhi,41.16,17.0,991.0,2.03,few clouds
2025-05-29 18:23:29,Delhi,41.16,17.0,991.0,2.03,few clouds
2025-05-29 18:24:30,Delhi,41.16,23.0,992.0,2.03,few clouds
2025-05-29 18:25:30,Delhi,41.16,23.0,992.0,2.03,few clouds
2025-05-29 18:26:30,Delhi,41.16,17.0,991.0,2.03,few clouds
2025-05-29 18:28:31,Delhi,41.16,17.0,991.0,2.03,few clouds
2025-05-29 18:29:31,Delhi,41.16,17.0,991.0,2.03,few clouds
2025-05-29 18:30:31,Delhi,41.16,17.0,991.0,2.03,few clouds
2025-05-29 18:31:32,Delhi,41.16,17.0,991.0,2.03,few clouds
